,username,full_text
383,nandiny44,IKN akan berjalan dengan lancar jika pemimpinnya PrabowoGibran karena mereka sangat pantas untuk melanjutkan program pak de
384,ikn_merdeka,Setelah prabowo gibran dilantik semua program pasti akan di laksanakan dengan baik
385,ikn_merdeka,Mas gibran siap bertangung jawal dalam melaksanakan program maka dari itu kita harus kawal bersama
386,ikn_merdeka,Program yang sudah di kaji ini pasti akan di laksanakan dengan baik dan adil sabar sampai di lantik ya sahabat
387,kdrn_phobia,Sejauh apa program prabowo ya sperti skrg saja yg relate dgn kehidupan saya Ada mgkn yg gak relatespr hilirisaai IKN Ya semua dianjutkan Tentu ada proses evaluasi Gampang kan Saking gampangnya joget joget aja
388,kanyesyalala,de ini karangannya siapa pantas program Pak Ans tidak melanjutkan IKN
389,val_n_lav,Awalnya agak ragu sama program 40 kota setara Jakarta Tapi setelah lihat perkembangan IKN yang katanya dibatasi penduduknya emang mending 40 kota itu sih Seenggaknya yang bisa ngerasain kota itu gak cuma kalangan tertentu
390,hafizha_anisa,Saya org Kalimantan ga ngerasain apa itu MRT Mau IKN buat berubah maju Ga ngaruh mau ada IKN apa nggak kota saya tetap banjir tiap hujan karena hutan digunduli untuk pabrik kertas Prabowo Keyakinan Jadi Anda mau kita memulai program dg dana fantastis amp dijanjikan untuk
391,SafiraZamrudia2,Suatu saat program ini pentingnamun BUKAN sekarang Fokuskan anggaran ke IKN saja biar cepat selesai rakyat dibawah tak perlu tergencet karna subsidi BBM dikurangi Ini hemat saya
392,alifianmm,ya gimana ngga nyinyir wong program makan siangnya br ter realisasi 100 2029 udah gitu saingan sama keberlanjutan IKN orang sering salah fokus at least saya sendiri bukan nyinyir makan siangnya tapi lebih ke teknis pelaksanaan anggaran dll
393,rajinjalankaki,Kalo gitu sekarang gw tanya balik gimana program BBM gratis dan 40 kota setara jakarta Sedangkan 01 aja menolak IKN
394,14ggwp1980,Saya juga pendukung 02 Saya pilih 02 ya karena mau lanjutin IKN dan hilirisasi Soal makan siang gratis ini saya ga setuju apalagi katanya 450T Krn itu saya dukung adanya oposisi biar program ga jelas gini jgn sampe jadi Anak itu ya tanggung jawab orangtua
395,wasilahguru,Tapi disetiap poin cerita masyarakat tidak pernah memasukan nama Jokowi Jokowi bukan point utama padahal semua program nya dikritik habisan sama seperti tol Sumbar Riau yg sampai saat ini belum rampung sama juga dg ikn pembangunan ikn yang dikritik dan ditentang habisan
396,Dsunshine222000,Biaya untuk makan siang gratis Kurleb 450T pertahun baru 1 program aja udah melebihi pembangunan IKN si ndut prabski
397,jacobson19_,Buat yg Klaim 02 udah menang saya ada saranmending kita bagi dua aja deh yg 02 ke IKN dengan program makan geratisnyaDan yg 01 tetap di jakarta dengan program pendidikan gratissetelah 5 th kita adu cerdas
398,SAssauqie,Bagaimana dengan nasib IKN klo nambah program baru lg duitnya dari mana Ngutang lagi
399,kalkunjava,Kalau tepat sasaran harus di dukung Tapi dana makan siang gratis dari mana aja Kan tidak sedikit biayanya Lah ikn aja juga butuh dana sekitar 400 triliunan lebih hampir sama dengan program makan siang gratis
400,FriyanMuh75038,Saya setuju dengan pendapat beliau cuman yang jadi pertanyaan saya kalo memang Indonesia kita ini sebegitu parahnyaberarti program ini membatalkan semua kinerja pak jokowi yang bagusmembatalkan kita butuh IKNanggaran yang besar tapi di nikmati kalangan elit
401,shufilosofi,Dan ternyata IKN tuh suatu program pemerintah biar masyarakat bisa survive dari Cranks buat nemuin vaksinnya trus yang Divergent dilempar dah tuh ke Maze center IKN
402,alphacanis_146,Pak Anies seorang Visioner yang hasil kerjanya ditiru lawannya Program makan gratis ditiru Prabowo Program internet gratis ditiru pak Ganjar Sumur resapan dulunya dihina air seharusnya dialirkan ke sungai bukan dimasukkan ke dalam tanah Tapi sekarang justru ditiru IKN
403,rosyceae,Nha iya soalnya terlalu banyak program dgn embel gratis blm lagi lanjutin ikn yg biayanya jg ga kalah gede ga kebayang
404,bpomtabalong,Wilayah Penyangga IKN dipilih sebagai fokus program ini karena memiliki potensi besar untuk pengembangan industri UMKM namun seringkali dihadapkan pada tantangan terkait kualitas produk dan pemenuhan sertifikasi
405,jarcok_manis,Melanjutkan program IKN menunjukkan keseriusan dalam memajukan Indonesia sebagai negara maju
406,Sakri644115,Melanjutkan program IKN adalah langkah strategis dalam mengatasi masalah urbanisasi dan keterbatasan ruang di Jakarta
407,Ania89174162108,Melanjutkan program IKN menunjukkan komitmen terhadap pembangunan berkelanjutan dan peningkatan kualitas hidup masyarakat
408,Samsulll450498,Kepemimpinan Prabowo dan Gibran dalam melanjutkan program IKN menunjukkan komitmen yang kuat terhadap pembangunan infrastruktur Indonesia
409,afifelfarach_,wkwkwk masih aja lu bangga sama program yang tidak ada kejelasan kek gituu nih gue ingetin dampak ketidakjelasan sosialisasi AWAL kita ga tau apaapa eh ruu ikn ada ruu citaker disahkan ruu kpk diterbitkan bbm naik sembako naik udh jelas itu pembodohan bro
410,tataalaaaa,Listrik gratis ada syarat watt nya kamaaf ka untuk BBM gratis itu drmna ya udah liat semua program pragib gaBuat rumah sakit setiap kabupaten naiknya anggaran desa buat 300fkmakan siang gratis bangun rumah gratis pembangunan ikn dan banyak lgi terus naikin gaji pejabat
411,Gojekmilitan,Ibukota kan udah ada 2 kita bagi dua aja biar semua adil Pendukung Prabowo silahkan ikut ke IKN dgn program makan gratis sampai Gemoy Terus pendukung Pak Anies dgn tetap diibukota Jakarta dgn program pendidikan Gratis Nanti 5 tahun kedepan kita lihat siapa yg lebih berkualitas
412,ginanjar234,Hanya untuk mengingatkan janji Termasuk program ug lainnya 1makan siang susu 217jt lapkerja 3stop impor kebpangan 4pupuk terjangkau 5IKN dilanjutkan tanpa membebani anggaran negara 6 Food estate dilakukan investigasi Dll
413,chang_abuih,bukannya yg akan melanjutkan program ikn menang di sono kalian luar biasa udah di zolimi masih mendukung standing applause
414,alfeeii,Jan bandingin sama singapur keles IKN itu luasnya 260rb hektar 20 untuk kota 60 hutan dan sisa 20 untuk pertanian Belum lagi ketambahan 3 kota penopangnya IKN itu program muluk2 jangan kasi standar rendah dalam menilai ekspektasi harus tinggi
415,jiminniekiyowo,Reading this tweet and replies prove me that IKN what a joke program is smh
416,NoturHabibtiiii,Sesuai dugaan gua krn pkb dr dulu setau gua selalu pro pemerintah tidak pernah oposisi thats why dulu cak imin dukung proses IKN Pas jadi cawapres Anies tiba2 ikut nolak karena Anies menolak program adanya IKN
417,askencana,Yg paling parah soal Program 40 kota setara Jkt yg awalnya dibela tp dalam hitungan jam kemudian dihapus dr daftar prog Ini salah fatal menunjukan 01 tdk punya konsep yg jelas Prog2 01 dibangun dr kelemahan prog pemntah yg mereka narasikan Spt 40 kota utk saingi prog IKN
418,pyruvatacid,ikn adalah bentuk nyata dr program yg lahir krn presiden gk bisa omon omon bhaks
419,dikurniawanarif,kemajuan Apakah cukup dengan keberhasilan 2 juta jiwa di IKN Program mengangkat 40 kota sebanding Jakarta mampu menampung lebih dari 100 juta Dengan utang mencapai 800T apa yang sebenarnya kita kehendaki dari kemajuan ini yang hanya dirasakan oleh segelintir orang
420,kalkunjava,ikn saja juga membutuhkan 400 triliunan Apalagi jika program makan siang di barengkan dalam 5 tahun dananya juga 400 triliunan Dana dari mana
421,kalkunjava,Jelas aneh proyek ikn saja belum tuntas membutuhkan 400 triliunan ini program makan siang mau di barengkan
422,kalkunjava,Dana ikn saja juga membutuhkan 400 triliun lebih belum jelas dananya Sekarang program makan siang gratis dananya 400 triliunan Bisa 2 proyek itu berbarengan Sementara prabowo meneruskan program jokowi tapi juga merealisasikan progam makan siang
423,rahasiakuajaya,Jgn lupa program unggulan makan siang gratis yg dananya setara pembangunan ikn
424,geninous1,oh ini brarti yg bkn pro keberlanjutan krna IKN kn program pemerintahan jg yg bakal jd keberlanjutan
425,borahaee28,Sorry ye kakek gw bukan butuh makanan gratis gw hanya ingin meneruskan program Jokowi Dan satu lagi makan gratis buat anak skolah sama ibu hamil kek bukan buat bangkotan kyk Lu Dan sorry gw udah punya rumah di daerah gw ngapain gw harus ke IKN tolol bgt otak lu kek
426,geninous1,lagian 2045 astaga yg gen Z awal2 2000an aja udh umur brp itu yg generasi milenial yg skrg di pemerintahan itu emg bakal dpt ato IKN jd warisan ato jd program keberlanjutan smpe 2045
427,TitipanIllahi44,Melanjutkan IKN saja APBN negara sudah stuck kok di tambah program konyol yang entah siapa yang punya ide pekok itu Lamalama malas juga bayar pajak
428,gatausiapadong,Yg satu ngebet ikn segera jadi semua anggaran dialihin kesana tbtb masuk yg baru dgn program makan gratisnya bakalan kaget anggaran udah pada habis
429,ikn_merdeka,Kita terus kawal program dari prabowo gibran jangan sampai ada narasi hoax di masyarakat
430,ch_chotimah2,Untuk IKN kita butuh 466 T negara setengah mati memenuhi unk beli pesawat bekas yg katanya batal sampai harus utang Lalu ada program makan siang gratis yg tiap tahun perlu 450 T Kalo seandainya ibu Sri Mulyani mundur kira2 siapa pendukung 02 yg ganti ya Masak Nikita
431,HamzaRasyidi,whoosh dan IKN pendukung nya wajib bayar juga kan nerusin program jokowi
432,barisanpagi02,Manifesting Program PrabowoGibran AnakAnak Indonesia akan Sehat dan Bahagia Tak Ada Lagi Kegelisahan Ibu Hamil IKN Jadi Pusat Pemerintahan Canggih dan Maju Anak Muda Semakin Berkontribusi bagi Bangsa terakhir Sumber Daya Alam Dikelola dengan Baik
433,lezipadidi29,40 kota setara Jakarta ga realistis Aku belum pernah liat gambaran pengeluaran buat program ini Tapi yang pasti biaya IKN itu ga bakal bisa bikin 40 kota setara Jakarta Paling realistis ya paling rasionalisasi lagi kayak rumah DP 0 mereka Jadi 510 kota
434,4juli2023,tidak heran wkwkw cak imin pas debat pertama disinggung soal ikn gabisa jawab karena partai koalisi nya sebenernya setuju sama program tsb asumsi
435,dhitahc,yg 1 emang pengen pindah ke IKN krn suaminya ASN yg 1 ya merasa bahwa IKN akan menyejahterakan rakyat sekitar sih dan ibukota harus pindah begituh Yawis aku coba memahami aja dan dia mengakui suka sama semua program 01 kecuali yg g dukung IKN
436,pinkeulagurus,Tadinya gue jg ga kebayang kok sama program ini Tapi setelah balik lagi ngeliat rancangan IKN kayak minecraft aku jadi berpikir Aku selama ini ngebayangin kota yang gimana sih Kan secara fisik ga harus kayak Jakarta elah Bisa ambil aspek lain
437,esjerukkgerr,Milih jokowi bukan karna sekedar bansos Bisa dibayangin IKN yang sudah dibangun susah payah tbtb dihentikan dan banyak program bagus jkw yg belum terselesaikan dan harus dilanjutkan
438,Wedhuzjr,Dr awal anda berpikiran PICIK IKN hanya simbol tok menutupi kenyataan impact bagi masyarakat sekitar Jgn dipikir kalimantan seperti tengah selatan n timur itu dihuni minoritas spt barat Justru byk dr mereka itu warga Jawa yg ikut program orde baru Transmigrasi
439,ArthaArtha15,Sebenarnya program andalan 02 bukan makan siang amp susu gratis karena program tersebut tidak bisa langsung terealisasi program andalan mereka yaitu menyelamatkan proyek IKN mereka yg sudah
440,EffendiRistriy1,Agenda selanjutnya melanjutkan Program PakDhe IKN Hilirisasi dan melaksanakan program PrabowoGibran
441,Wedhuzjr,40kota setara Jakarta tap akan dianggap bullshit walau tdk dr 0 Jakarta tdk dibangun hanya 78thn Blm impact yg tdk signifikan krn hanya memperbaiki komunitas yg sudah ada bkn membuat komunitas yg baru IKN spt kelanjudtan program URBANISASI jawa ke Kalimantan masa Orde Baru
442,PambudiTri,01 yg digaungkan Perubahan Mau stop semua Program Jokowi Termasuk stop IKN Mana mau lah rakyat yg biasa dapat Bansos pilih Anis Mana mau pula rakyat Kalimantan pilih Anis klo Anis mau stop IKN
443,esbatuoreo,ternyata masih banyak temen temen gatau apa kepanjangan IKN tapi sering bgt bilang terusin program IKN TT pantesan 02 yg menang
444,Liljaydenhere,Terus menurutlu program Bangun dan renovasi 3 juta rumah make sense gak Beraningak kritik tuh program Gak yakin gue programnya capai target duitnya dipake buat makan siang gratis ikn 300 fk 10k beasiswa kedokteran dan 10k utk stem pabrik ponsel dana desa 5M food estate
445,Nomahbirashn,Mari dukung program pembangunan ikn
446,gandrew76,Program pengembangan 40 kota lainnya memang sdh ada dlm perencanaan jgk menengah dan panjang Bappenas dg masing2 Bappeda Namun ingat utk keluar dr MIT diperlukan sesuatu economic boost yg baru business unusual bukan dr yg existing Disini masuk salah satu peran IKN
447,whereisglasses,IKN tu program yg gk waras ibaratnya ada keperluan mendesak seperti sekolah yg atepnya bocor tpi malah ngebangun kantor bupati pendidikan di indo aja masi ketar ketir eh malah IKN d jepang waktu negaranya mau ancur yg diperbaiki pertama kali pendidikannya karna itu cepet pulih
448,EskrimdanHujan,Apalagi makin lama makin kaya mengebungebu gt Gue antara mau positif thinking mungkin dia perfeksionis maunya yg dia lerjain selesai Makanya maksa anaknya turun demi program IKN di lain hal gue mikir emang boleh segitunya
449,Th3Forge,Program Jokowi kan simbolisme pemerataan seperti IKN kereta cepat Kerenn Lanjutkan
450,momykeen,lanjutin ikn yg katanya cm boleh 2juta penduduk aja itu ya wkwkwkw aku lbh suka program yg katanya mau bangun 300 fk dalam kurun waktu 5tahun
451,Inggridv112,Mari dukung Program pembangunan IKN
452,Gitolowo,Lanjutin program jokowilanjutin iknlanjutin hilirisasi tkdn 80 makan siang mulu yg di bahas Klo 01 jakarta tetap ibukotaIKN di pending ganti 20 kota perubahan sampe sekarang sy ngk tau yg mau di robah apa
453,4d_hlm,Percayalah program makan siang gratis itu gak akan kejadian hilirisasi gak akan kejadian IKN gak akan kejadian apalagi ditangan Prabowo Trust me
454,RakyatJ03058307,Mungkin program ANIES untuk iKN akan di copas juga oleh mereka Demi kestabilan APBN
455,VanessaPadmana7,Mari dukung Program pembangunan IKN
456,AKUsetiaNKRI,Krn IKN gak laku maka copas program 0 Anies Apapun itu IKN nntinya tdk akan jelas kelanjutannya krn 2 kepentingan yg berbeda yaitu Prabowo dan jokowi
457,nornew65,dengan berdirinya ikn semoga semakin banyak dukungan program baik berdatangan
458,artha_fuck01,Mohon maaf Kak 01 ngga menolak IKN karena itu udah jadi uu 01 cm mngatakan bhw program ini tdak boleh dilakukan scr ugalan artinya ttep berjalan tapi ngga ugalan gitu Cmiiw Di tweet tsb ada yg bahas jga kok Kak silakan kalau mau baca
459,Romijuliwanda,Lihat saja kabinet saat ini Ada menteri dari NasDem sekalipun partai ini nyapreskan Anies sang penantang IKN dan berbagai program yg diharapkan berlanjut oleh Presiden Jokowi
460,Rivaldi_Afrians,Nah yang disampaikan anda perihal pembangunan air bersih transportasi umum amp jalan kereta padahal ada di program Anies untuk Kalimantan tapi kenapa anda pilih keberlanjutan IKN padahal ketika IKN selesai juga belum pasti kota disekitar IKN dapat akses yang anda sebutkan itu
461,mr7ohn4c,Keinginan kehadiran IkN itupun masih ada kok bang karena apa dibangunya IKN dan Nusatara itu menjadi harapa bagi daerah lain kalo kita itu juga bisa diperhatikan Tumbuh dan bertambah besar makanya kami ingin selesaikan satu ini serta program j Pak jokowi lalu lanjut yg lain
462,mantan_ordal,Gimana sich Dalam Program Hilirisasi Digital Di IKN nanti semua serba digital gk era nya nikah2 offline di KUA Milih jodoh tinggal searching di apps ketika sama2 cocok tinggal click Ijab qabulnya online ketika dinyatakan Sah oleh system yg integrated maka Buku Nikah dan
463,wysfd2,02 unggul karena rakyat yang memilih paslon untuk melanjutkan program jkw yang belum selesai seperti IKN karena program IKN sendiri didukung oleh warga kota tersebut untuk memajukan UMKM perubahan blm diperlukan krn dengan adanya perubahan yang diutas oleh salah satu paslon
464,lesserotonin,HAHAYYYY GABISA JAWAB SOAL PROGRAM IKN HAHAYY pendukung karbitan mana paham alah opini jelek aja gembor2 terossss
465,ramotgun,Soal IKN pun kayanya ga jelas juga posisinya mau lanjutin atau mau diapain Termasuk soal program jokowi yang jalan selain IKN Emang ngambang statementnya Rakyat yang mau coblos juga bingung ini orang di daerah gue ntar mau ngapain
466,wndrnttt,yang bilang mau ngasih kuliah gratis dibarengi program ikn makan gratis dll emang siapa duh paham konteks gak sih kak baca lagi deh balesan balesanku ini males bgt ngulang terserah klen aja deh yg bener cuma klen oiya saya jg ngasih infonya bukan ke temenmu temenmu sih
467,qityqity126167,Saya tau kok karena saya baca visi misi semua paslon mknya menurutku makan siangikn adalah program ambisius makanya gak milih karena pasti byk ambil anggaran sana sini buat nutupnya Makanya kenapa ada Salah satu kenaikan rasio 23 Skrng aja rasio pajak 10persen semua dipajakin
